5l_8l,mba,Anirudh Anand,8089119087,anirudhanand@gmail.com,Kottayam,Kerala
5l_8l,mba,Gauridhan Singh,9195797922,spandhar@gmail.com,Hinganghat,Maharashtra
5l_8l,mba,Krishna Meena,9163634510,krishnameena@gmail.com,Dausa,Rajasthan
5l_8l,mba,Malupula Srinivas,9191345678,malupula@gmail.com,Khammam,Telangana
5l_8l,mba,Apurva Patel,9180101234,apurvapatel@gmail.com,Pune,Maharashtra
5l_8l,mba,Subhijit,9188833122,palanivelu@gmail.com,Trichy,Tamil Nadu
5l_8l,mba,Soumya Singh,9179087654,soumyarpr@gmail.com,Kolkata,West Bengal
5l_8l,mba,Abhishek Prasad,9179291888,abhishekprasad@gmail.com,Karnal,Haryana
5l_8l,mba,Ali Bashar,9170012345,aliam020@gmail.com,Bangalore,Karnataka
5l_8l,mba,Swati Rane,9178076543,swatir675@gmail.com,Mohali,Punjab
5l_8l,mba,Jyoti Kumari,9184345678,jyotisingh@gmail.com,Ranchi,Jharkhand
5l_8l,mba,Namita Jain,9189563214,nadeemsyed@gmail.com,Nagpur,Maharashtra
5l_8l,mba,Hana Fatima,9194478521,fatima@gmail.com,Kannur,Kerala
5l_8l,mba,Sachin Jain,9193812345,sachinjha@gmail.com,Kolkata,West Bengal
5l_8l,mba,Deepa Dhingra,9194021234,deepa@gmail.com,Delhi,Delhi
5l_8l,mba,Saanvi Dubey,9162654321,sanskriti@gmail.com,Bhopal,Madhya Pradesh
5l_8l,mba,Maya,9176765432,mahendra@gmail.com,Mysore,Karnataka
5l_8l,mba,Devi,7902300000,devi@gmail.com,Kayamkulam,Kerala
5l_8l,mba,Gowthami,9176801111,gurugubell@gmail.com,Visakhapatnam,Andhra Pradesh
5l_8l,mba,Pushpendra,9181076543,pushpendra@gmail.com,Rishikesh,Uttarakhand
5l_8l,mba,Kanan Mehta,9179065432,kananmehta@gmail.com,Roorkee,Uttarakhand
5l_8l,mba,Azim Ansari,8247592000,azim@gmail.com,Andheri,Maharashtra
5l_8l,mba,Devanshi H,9190081122,holkardevanshi@gmail.com,Indore,Madhya Pradesh
5l_8l,mba,Sneha Chouhan,7897336644,snehachouhan@gmail.com,Allahabad,Uttar Pradesh
5l_8l,mba,Saheb Alam,7488905221,alammdsaheb@gmail.com,Ranchi,Jharkhand
5l_8l,mba,Chandu,9178421234,chandrika@gmail.com,Hyderabad,Telangana
5l_8l,mba,Chamar Devkumar,9162045678,devkumar@gmail.com,Deoghar,Jharkhand
5l_8l,mba,Vaishnavi,9198501123,vaishnavi@gmail.com,Nagpur,Maharashtra
5l_8l,mba,Akshay Singh,9193245678,singhakku@gmail.com,Domibivli,Maharashtra
5l_8l,mba,Aditya Gupta,9199332211,adityagupta@gmail.com,Siliguri,West Bengal
5l_8l,mba,Tarun Kar,9188701234,tarunkar@gmail.com,Chennai,Tamil Nadu
5l_8l,mba,Azhar Rizvi,9173765432,azhar@gmail.com,Lucknow,Uttar Pradesh
5l_8l,mba,Sanyam Jain,9184459876,sanyam@gmail.com,Meerut,Uttar Pradesh
5l_8l,mba,Swaminath,9193456789,swami@gmail.com,Chennai,Tamil Nadu
5l_8l,mba,Santu,9183023456,santu@gmail.com,Udaipur,Rajasthan
5l_8l,mba,Prince Kumar,9173705678,nitish124@gmail.com,Gaya,Bihar
5l_8l,mba,Khushi Soni,9182945678,khushi999@gmail.com,Ahmedabad,Gujarat
5l_8l,mba,Hetvi Jaiswal,9187801234,hetvi190@gmail.com,Surat,Gujarat
5l_8l,mba,Roshini,9198190000,yroshini3@gmail.com,Tirupati,Andhra Pradesh
5l_8l,mba,Sagarika,8260905000,sagarika@gmail.com,Sonepur,Odisha
